Date_time,MeterID,Value,Energy_Units
01-04-2025 17:24,36,265951.2,0
01-04-2025 17:25,36,265951.296,0.096
01-04-2025 17:21,37,257647.2,0
01-04-2025 17:22,37,257647.296,0.096
01-04-2025 17:23,37,257647.296,0
01-04-2025 17:24,37,257647.296,0
01-04-2025 17:25,37,257647.392,0.096
01-04-2025 17:21,38,611915.904,0.31999999994877726
01-04-2025 17:22,38,611916.032,0.12800000002607703
01-04-2025 17:23,38,611916.224,0.19200000003911555
01-04-2025 17:24,38,611916.416,0.19199999992270023
01-04-2025 17:25,38,611916.608,0.19200000003911555
01-04-2025 17:21,39,439374.4,0.096
01-04-2025 17:22,39,439374.496,0.096
01-04-2025 17:23,39,439374.688,0.19200000003911555
01-04-2025 17:24,39,439374.784,0.096
01-04-2025 17:25,39,439374.912,0.12800000002607703
01-04-2025 17:21,40,1078082.048,1.0239999999757856
01-04-2025 17:22,40,1078082.048,0
01-04-2025 17:23,40,1078082.048,0
01-04-2025 17:24,40,1078082.048,0
01-04-2025 17:25,40,1078082.944,0.8959999999497086
01-04-2025 17:21,41,1096331.008,0
01-04-2025 17:22,41,1096331.008,0
01-04-2025 17:23,41,1096332.032,1.0239999999757856
01-04-2025 17:24,41,1096332.032,0
01-04-2025 17:25,41,1096332.032,0
01-04-2025 17:21,42,888353.472,0.19199999992270023
01-04-2025 17:22,42,888353.6,0.12800000002607703
01-04-2025 17:23,42,888353.6,0
01-04-2025 17:24,42,888353.728,0.12800000002607703
01-04-2025 17:25,42,888353.728,0
01-04-2025 17:21,43,273636,0.096
01-04-2025 17:22,43,273636.096,0.096
01-04-2025 17:23,43,273636.192,0.096
01-04-2025 17:24,43,273636.288,0.096
01-04-2025 17:25,43,273636.416,0.12800000002607703
01-04-2025 17:21,44,41106.98,0
01-04-2025 17:22,44,41106.98,0
01-04-2025 17:23,44,41106.98,0
01-04-2025 17:24,44,41106.992,0.011999999995168764
01-04-2025 17:25,44,41106.992,0
01-04-2025 17:21,45,22944.03,0
01-04-2025 17:22,45,22944.03,0
01-04-2025 17:23,45,22944.03,0
01-04-2025 17:24,45,22944.03,0
01-04-2025 17:25,45,22944.03,0
01-04-2025 17:21,46,6937.586,0.001
01-04-2025 17:22,46,6937.587,0.001
01-04-2025 17:23,46,6937.588,0.001
01-04-2025 17:24,46,6937.59,0.002
01-04-2025 17:25,46,6937.591,0.001
01-04-2025 17:21,47,55865.06,0
01-04-2025 17:22,47,55865.06,0
01-04-2025 17:23,47,55865.06,0
01-04-2025 17:24,47,55865.06,0
01-04-2025 17:25,47,55865.06,0
01-04-2025 17:25,48,48895.1,0
01-04-2025 17:21,49,68282.422,0.22699999999895226
01-04-2025 17:25,49,68283.422,1
01-04-2025 17:21,50,956.42,0.002
01-04-2025 17:22,50,956.422,0.002
01-04-2025 17:23,50,956.424,0.002
01-04-2025 17:24,50,956.427,0.003
01-04-2025 17:25,50,956.429,0.002
01-04-2025 17:21,53,12288665,19
01-04-2025 17:25,53,12288743,78
01-04-2025 17:21,54,10145821,15
01-04-2025 17:24,54,10145868,47
01-04-2025 17:25,54,10145884,16
01-04-2025 17:21,56,659488.768,0.19200000003911555
01-04-2025 17:23,56,659489.024,0.25599999993573874
01-04-2025 17:24,56,659489.216,0.19200000003911555
01-04-2025 17:25,56,659489.408,0.19200000003911555
01-04-2025 17:21,57,348090.094,0.5
01-04-2025 17:23,57,348091.125,1.0310000000172295
01-04-2025 17:24,57,348091.688,0.5630000000237487
01-04-2025 17:25,57,348092.25,0.5619999999762513
01-04-2025 17:21,58,13217.09,0
01-04-2025 17:23,58,13217.09,0
01-04-2025 17:24,58,13217.09,0
01-04-2025 17:25,58,13217.09,0
01-04-2025 17:21,59,43500.84,0.04
01-04-2025 17:23,59,43500.94,0.10000000000582077
01-04-2025 17:24,59,43501,0.059999999997671694
01-04-2025 17:25,59,43501.048,0.048
01-04-2025 17:21,70,188483.6,0.592
01-04-2025 17:22,70,188484.192,0.592
01-04-2025 17:23,70,188484.8,0.6079999999783468
01-04-2025 17:24,70,188485.296,0.496
01-04-2025 17:25,70,188485.904,0.6080000000074506
01-04-2025 17:21,71,658322.25,1.812000000034459
01-04-2025 17:22,71,658324.813,2.562999999965541
01-04-2025 17:24,71,658327.5,2.687000000034459
01-04-2025 17:21,72,8847.965,0.009
01-04-2025 17:22,72,8847.972,0.007
01-04-2025 17:23,72,8847.993,0.021000000000640284
01-04-2025 17:24,72,8848.045,0.052
01-04-2025 17:25,72,8848.095,0.049999999999272404
01-04-2025 17:21,74,152654.891,0.016
01-04-2025 17:22,74,152654.922,0.030999999988125637
01-04-2025 17:24,74,152655.031,0.10899999999674037
01-04-2025 17:21,75,1016382.976,0.9600000000791624
01-04-2025 17:23,75,1016385.024,2.0479999999515712
01-04-2025 17:24,75,1016387.008,1.984000000054948
01-04-2025 17:25,75,1016387.968,0.9599999999627471
01-04-2025 17:21,79,864587.313,0.18799999996554106
01-04-2025 17:22,79,864587.5,0.18700000003445894
01-04-2025 17:23,79,864587.75,0.25
01-04-2025 17:24,79,864588.063,0.31299999996554106
01-04-2025 17:25,79,864588.313,0.25
01-04-2025 17:21,81,683334.875,4.25
01-04-2025 17:22,81,683336.813,1.937999999965541
01-04-2025 17:24,81,683339.25,2.437000000034459
01-04-2025 17:26,81,683342.375,3.125
01-04-2025 17:21,82,118351.258,0.21899999999732245
01-04-2025 17:22,82,118351.43,0.17199999999138527
01-04-2025 17:23,82,118351.508,0.078
01-04-2025 17:24,82,118351.617,0.10899999999674037
01-04-2025 17:25,82,118351.781,0.16400000000430737
01-04-2025 17:21,83,210816.438,0.7820000000065193
01-04-2025 17:22,83,210817.031,0.5929999999934807
01-04-2025 17:23,83,210817.25,0.21900000001187436
01-04-2025 17:24,83,210817.625,0.375
01-04-2025 17:25,83,210818.203,0.5780000000086147
01-04-2025 17:21,85,558909.75,2.5
01-04-2025 17:22,85,558910.938,1.187999999965541
01-04-2025 17:24,85,558912.313,1.375
01-04-2025 17:26,85,558914.375,2.062000000034459
01-04-2025 17:21,86,122409.805,0.1329999999870779
01-04-2025 17:23,86,122410.078,0.27300000000104774
01-04-2025 17:24,86,122410.227,0.14900000000488944
01-04-2025 17:25,86,122410.641,0.41400000000430737
01-04-2025 17:21,87,335171.156,0.31200000003445894
01-04-2025 17:22,87,335171.594,0.43799999996554106
01-04-2025 17:23,87,335172.063,0.4690000000409782
01-04-2025 17:24,87,335172.594,0.5309999999590218
01-04-2025 17:25,87,335173.094,0.5
01-04-2025 17:21,88,36724.281,0
01-04-2025 17:23,88,36724.289,0.008
01-04-2025 17:24,88,36724.289,0
01-04-2025 17:25,88,36724.293,0.004
01-04-2025 17:21,90,48345.145,0.10599999999976717
01-04-2025 17:22,90,48345.227,0.082
01-04-2025 17:23,90,48345.266,0.039
01-04-2025 17:24,90,48345.32,0.054
01-04-2025 17:25,90,48345.406,0.086
01-04-2025 17:21,92,556.617,0.1
01-04-2025 17:22,92,556.719,0.10200000000008913
01-04-2025 17:23,92,556.817,0.098
01-04-2025 17:24,92,556.921,0.10400000000004184
01-04-2025 17:25,92,557.021,0.1
01-04-2025 17:21,93,273313.219,0.063
01-04-2025 17:22,93,273313.281,0.062000000034458935
01-04-2025 17:23,93,273313.344,0.063
01-04-2025 17:24,93,273313.438,0.094
01-04-2025 17:25,93,273313.5,0.061999999976251274
01-04-2025 17:21,94,1259255.75,1.625
01-04-2025 17:22,94,1259257.625,1.875
01-04-2025 17:23,94,1259259.375,1.75
01-04-2025 17:24,94,1259261,1.625
01-04-2025 17:25,94,1259262.75,1.75
01-04-2025 17:21,95,24347.551,0.011999999998806743
01-04-2025 17:22,95,24347.561,0.010000000002037268
01-04-2025 17:23,95,24347.57,0.009
01-04-2025 17:24,95,24347.58,0.010000000002037268
01-04-2025 17:25,95,24347.59,0.01
01-04-2025 17:21,96,34297.867,0.004
01-04-2025 17:22,96,34297.871,0.004
01-04-2025 17:23,96,34297.879,0.008
01-04-2025 17:24,96,34297.883,0.004
01-04-2025 17:25,96,34297.887,0.004
01-04-2025 17:21,97,76835.813,0.032
01-04-2025 17:22,97,76835.852,0.039
01-04-2025 17:23,97,76835.883,0.031000000002677552
01-04-2025 17:24,97,76835.914,0.031000000002677552
01-04-2025 17:25,97,76835.945,0.031000000002677552
01-04-2025 17:21,98,294922.813,0.5940000000409782
01-04-2025 17:23,98,294924,1.1869999999762513
01-04-2025 17:24,98,294924.563,0.5630000000237487
01-04-2025 17:25,98,294924.625,0.061999999976251274
01-04-2025 17:21,99,496463.031,0.7810000000172295
01-04-2025 17:23,99,496464.75,1.7189999999827705
01-04-2025 17:24,99,496465.656,0.9060000000172295
01-04-2025 17:25,99,496466.531,0.875
01-04-2025 17:21,100,928890.063,0.875
01-04-2025 17:23,100,928891.75,1.687000000034459
01-04-2025 17:24,100,928892.688,0.9379999999655411
01-04-2025 17:25,100,928893.5,0.8120000000344589
01-04-2025 17:21,101,738750.875,0
01-04-2025 17:23,101,738750.938,0.063
01-04-2025 17:24,101,738750.938,0
01-04-2025 17:25,101,738751,0.062000000034458935
01-04-2025 17:21,103,49418.324,0.008
01-04-2025 17:23,103,49418.344,0.02
01-04-2025 17:24,103,49418.352,0.008
01-04-2025 17:25,103,49418.363,0.010999999998603016
01-04-2025 17:21,105,215001.484,0.6710000000020955
01-04-2025 17:22,105,215002.203,0.7190000000118744
01-04-2025 17:23,105,215002.906,0.7029999999795109
01-04-2025 17:24,105,215003.625,0.7190000000118744
01-04-2025 17:25,105,215004.359,0.7339999999967404
01-04-2025 17:21,106,208297.297,0.2029999999795109
01-04-2025 17:22,106,208297.516,0.21900000001187436
01-04-2025 17:23,106,208297.734,0.21799999999348074
01-04-2025 17:24,106,208297.953,0.21900000001187436
01-04-2025 17:25,106,208298.172,0.21899999998277053
01-04-2025 17:21,107,44264.996,0
01-04-2025 17:23,107,44264.996,0
01-04-2025 17:24,107,44264.996,0
01-04-2025 17:25,107,44264.996,0
01-04-2025 17:21,108,23782.137,0.10399999999935972
01-04-2025 17:23,108,23782.504,0.36700000000200816
01-04-2025 17:24,108,23782.691,0.18699999999807915
01-04-2025 17:25,108,23782.873,0.1820000000006985
01-04-2025 17:21,110,59706.863,0
01-04-2025 17:22,110,59706.863,0
01-04-2025 17:23,110,59706.863,0
01-04-2025 17:24,110,59706.867,0.004
01-04-2025 17:25,110,59706.867,0
01-04-2025 17:21,111,5489.323,0.48400000000037835
01-04-2025 17:22,111,5489.831,0.5079999999998108
01-04-2025 17:23,111,5490.05,0.21900000000005093
01-04-2025 17:24,111,5490.108,0.057999999999992724
01-04-2025 17:25,111,5490.148,0.04
01-04-2025 17:21,112,1254667.125,0.125
01-04-2025 17:22,112,1254667.25,0.125
01-04-2025 17:23,112,1254667.5,0.25
01-04-2025 17:24,112,1254667.625,0.125
01-04-2025 17:25,112,1254667.75,0.125
01-04-2025 17:21,113,2029897.5,0.875
01-04-2025 17:22,113,2029898.25,0.75
01-04-2025 17:23,113,2029899.75,1.5
01-04-2025 17:24,113,2029901.125,1.375
01-04-2025 17:25,113,2029902.5,1.375
01-04-2025 17:21,114,89982.578,0.35099999999511056
01-04-2025 17:22,114,89982.906,0.32800000000861473
01-04-2025 17:23,114,89983.383,0.47699999999895226
01-04-2025 17:24,114,89983.844,0.46099999999569263
01-04-2025 17:25,114,89984.297,0.45300000000861473
01-04-2025 17:21,115,28481.188,0.016
01-04-2025 17:22,115,28481.203,0.015000000003055902
01-04-2025 17:23,115,28481.229,0.026
01-04-2025 17:24,115,28481.246,0.016999999999825377
01-04-2025 17:25,115,28481.264,0.018000000000029104
01-04-2025 17:21,116,128484.289,0
01-04-2025 17:22,116,128484.289,0
01-04-2025 17:23,116,128484.289,0
01-04-2025 17:24,116,128484.289,0
01-04-2025 17:25,116,128484.289,0
01-04-2025 17:21,117,106664.953,0.023000000001047738
01-04-2025 17:22,117,106664.961,0.008
01-04-2025 17:23,117,106664.977,0.016
01-04-2025 17:24,117,106664.992,0.014999999999417923
01-04-2025 17:25,117,106665.016,0.024000000004889444
01-04-2025 17:21,118,37193.953,0.012000000002444722
01-04-2025 17:22,118,37193.965,0.011999999995168764
01-04-2025 17:23,118,37193.977,0.012000000002444722
01-04-2025 17:24,118,37193.988,0.010999999998603016
01-04-2025 17:25,118,37194,0.012000000002444722
01-04-2025 17:21,119,23460.252,0.030999999999039574
01-04-2025 17:22,119,23460.283,0.030999999999039574
01-04-2025 17:23,119,23460.324,0.041
01-04-2025 17:24,119,23460.359,0.035
01-04-2025 17:25,119,23460.393,0.033999999999650754
01-04-2025 17:21,120,3394.992,0.006
01-04-2025 17:22,120,3394.997,0.005
01-04-2025 17:23,120,3395.005,0.008
01-04-2025 17:24,120,3395.012,0.007
01-04-2025 17:25,120,3395.018,0.006
01-04-2025 17:21,121,1950748,2
01-04-2025 17:23,121,1950752.375,4.375
01-04-2025 17:24,121,1950754.875,2.5
01-04-2025 17:25,121,1950757.25,2.375
01-04-2025 17:21,122,6807.444,0.010000000000218279
01-04-2025 17:25,122,6807.487,0.042999999999665306
01-04-2025 17:21,123,221308.5,1.3589999999967404
01-04-2025 17:22,123,221309.875,1.375
01-04-2025 17:23,123,221311.094,1.2190000000118744
01-04-2025 17:24,123,221312.406,1.3119999999762513
01-04-2025 17:25,123,221313.734,1.3280000000086147
01-04-2025 17:21,124,35835.41,0.031000000002677552
01-04-2025 17:22,124,35835.438,0.027999999998428393
01-04-2025 17:23,124,35835.445,0.007
01-04-2025 17:24,124,35835.461,0.016
01-04-2025 17:25,124,35835.481,0.02
01-04-2025 17:21,125,28471.71,0.040000000000873115
01-04-2025 17:22,125,28471.8,0.09
01-04-2025 17:23,125,28471.84,0.040000000000873115
01-04-2025 17:24,125,28471.9,0.06
01-04-2025 17:25,125,28471.99,0.09
